Wavelength,Intensity
190.03738814827884,805
190.1024134583397,733
190.1674391684325,777
190.23246527751752,746
190.29749178455458,793
190.36251868850323,742
190.4275459883223,814
190.49257368297035,718
190.55760177140547,831
190.62263025258528,752
190.68765912546695,827
190.75268838900723,753
190.81771804216243,811
190.88274808388843,795
190.94777851314058,796
191.01280932887383,719
191.07784053004275,798
191.1428721156014,759
191.2079040845033,811
191.27293643570178,808
191.33796916814956,825
191.40300228079883,767
191.46803577260152,841
191.53306964250896,799
191.59810388947218,808
191.66313851244166,780
191.7281735103674,835
191.79320888219914,772
191.858244626886,803
191.9232807433767,804
191.9883172306195,770
192.0533540875623,797
192.11839131315244,802
192.18342890633693,793
192.24846686606222,812
192.3135051912744,751
192.37854388091907,846
192.4435829339414,803
192.50862234928616,770
192.57366212589753,792
192.63870226271945,835
192.70374275869523,761
192.7687836127679,809
192.83382482387987,771
192.89886639097327,834
192.96390831298964,777
193.02895058887023,844
193.09399321755566,794
193.15903619798624,815
193.22407952910186,775
193.28912320984185,808
193.35416723914517,756
193.4192116159503,833
193.48425633919527,797
193.5493014078177,781
193.61434682075478,780
193.67939257694317,822
193.74443867531923,738
193.8094851148187,804
193.874531894377,772
193.93957901292902,766
194.0046264694093,753
194.06967426275185,843
194.13472239189028,788
194.19977085575778,834
194.264819653287,835
194.3298687834102,812
194.39491824505927,775
194.45996803716557,836
194.52501815865998,771
194.590068608473,821
194.65511938553465,784
194.7201704887746,861
194.78522191712196,792
194.85027366950538,813
194.91532574485325,818
194.9803781420932,854
195.04543086015272,758
195.11048389795877,804
195.17553725443773,776
195.24059092851567,827
195.30564491911824,837
195.37069922517045,823
195.43575384559713,814
195.50080877932248,852
195.56586402527026,777
195.63091958236393,820
195.69597544952637,711
195.76103162568003,831
195.82608810974696,782
195.89114490064878,844
195.95620199730655,832
196.02125939864098,809
196.08631710357238,787
196.15137511102054,889
196.2164334199048,774
196.281492029144,842
196.34655093765676,808
196.41161014436096,825
196.47666964817427,808
196.54172944801377,865
196.60678954279618,813
196.67184993143775,846
196.73691061285427,766
196.80197158596113,844
196.8670328496731,822
196.93209440290482,862
196.99715624457016,829
197.06221837358282,825
197.12728078885587,824
197.19234348930198,865
197.2574064738334,801
197.32246974136197,852
197.38753329079898,844
197.4525971210553,900
197.5176612310415,816
197.58272561966749,846
197.64779028584292,808
197.71285522847688,838
197.777920446478,854
197.84298593875457,844
197.90805170421433,785
197.9731177417647,826
198.03818405031254,815
198.10325062876427,897
198.16831747602598,808
198.23338459100313,842
198.29845197260087,807
198.36351961972397,887
198.42858753127646,834
198.49365570616237,884
198.55872414328485,793
198.62379284154687,895
198.68886179985088,823
198.7539310170988,847
198.81900049219234,810
198.88407022403246,842
198.94914021151993,819
199.0142104535549,873
199.0792809490372,731
199.14435169686618,877
199.20942269594067,839
199.27449394515915,859
199.33956544341962,880
199.40463718961956,851
199.4697091826562,816
199.53478142142615,871
199.59985390482558,821
199.66492663175032,854
199.72999960109564,821
199.7950728117565,876
199.86014626262732,827
199.92521995260202,860
199.99029388057423,837
200.05536804543706,854
200.12044244608308,780
200.18551708140456,893
200.25059195029328,826
200.3156670516405,870
200.3807423843372,851
200.44581794727372,880
200.5108937393401,838
200.57596975942587,853
200.64104600642008,785
200.7061224792115,863
200.77119917668819,790
200.836276097738,839
200.90135324124822,828
200.96643060610577,872
201.03150819119705,857
201.096585995408,829
201.1616640176242,781
201.22674225673072,874
201.29182071161222,814
201.3568993811529,874
201.42197826423654,822
201.48705735974644,910
201.55213666656547,815
201.61721618357603,815
201.68229590966013,835
201.74737584369925,845
201.81245598457448,789
201.8775363311665,869
201.94261688235557,831
202.00769763702132,857
202.07277859404311,818
202.1378597522998,874
202.20294111066983,804
202.26802266803108,861
202.3331044232612,820
202.3981863752372,865
202.46326852283576,781
202.52835086493306,914
202.5934334004048,826
202.6585161281263,888
202.72359904697248,840
202.78868215581764,868
202.85376545353586,831
202.9188489390006,895
202.98393261108495,830
203.04901646866156,870
203.11410051060258,830
203.17918473577976,901
203.2442691430644,873
203.3093537313274,881
203.3744384994391,813
203.4395234462695,855
203.5046085706881,772
203.56969387156397,890
203.63477934776577,850
203.6998649981616,924
203.76495082161927,857
203.8300368170061,926
203.8951229831888,847
