Wavelength,Intensity
190.03738814827884,787
190.1024134583397,761
190.1674391684325,789
190.23246527751752,766
190.29749178455458,810
190.36251868850323,735
190.4275459883223,800
190.49257368297035,752
190.55760177140547,821
190.62263025258528,753
190.68765912546695,799
190.75268838900723,768
190.81771804216243,778
190.88274808388843,798
190.94777851314058,776
191.01280932887383,719
191.07784053004275,786
191.1428721156014,763
191.2079040845033,835
191.27293643570178,786
191.33796916814956,813
191.40300228079883,773
191.46803577260152,831
191.53306964250896,763
191.59810388947218,787
191.66313851244166,762
191.7281735103674,848
191.79320888219914,793
191.858244626886,817
191.9232807433767,797
191.9883172306195,793
192.0533540875623,778
192.11839131315244,812
192.18342890633693,810
192.24846686606222,792
192.3135051912744,750
192.37854388091907,839
192.4435829339414,790
192.50862234928616,763
192.57366212589753,792
192.63870226271945,811
192.70374275869523,743
192.7687836127679,825
192.83382482387987,781
192.89886639097327,830
192.96390831298964,793
193.02895058887023,853
193.09399321755566,810
193.15903619798624,784
193.22407952910186,817
193.28912320984185,824
193.35416723914517,750
193.4192116159503,839
193.48425633919527,808
193.5493014078177,798
193.61434682075478,804
193.67939257694317,845
193.74443867531923,757
193.8094851148187,822
193.874531894377,761
193.93957901292902,806
194.0046264694093,784
194.06967426275185,834
194.13472239189028,787
194.19977085575778,838
194.264819653287,845
194.3298687834102,822
194.39491824505927,787
194.45996803716557,883
194.52501815865998,755
194.590068608473,802
194.65511938553465,811
194.7201704887746,845
194.78522191712196,813
194.85027366950538,845
194.91532574485325,847
194.9803781420932,847
195.04543086015272,776
195.11048389795877,830
195.17553725443773,784
195.24059092851567,821
195.30564491911824,811
195.37069922517045,860
195.43575384559713,765
195.50080877932248,836
195.56586402527026,790
195.63091958236393,809
195.69597544952637,728
195.76103162568003,854
195.82608810974696,790
195.89114490064878,845
195.95620199730655,838
196.02125939864098,818
196.08631710357238,787
196.15137511102054,845
196.2164334199048,800
196.281492029144,829
196.34655093765676,797
196.41161014436096,817
196.47666964817427,786
196.54172944801377,902
196.60678954279618,812
196.67184993143775,866
196.73691061285427,762
196.80197158596113,859
196.8670328496731,803
196.93209440290482,836
196.99715624457016,801
197.06221837358282,843
197.12728078885587,795
197.19234348930198,863
197.2574064738334,820
197.32246974136197,870
197.38753329079898,851
197.4525971210553,907
197.5176612310415,809
197.58272561966749,880
197.64779028584292,793
197.71285522847688,829
197.777920446478,819
197.84298593875457,834
197.90805170421433,800
197.9731177417647,852
198.03818405031254,802
198.10325062876427,867
198.16831747602598,819
198.23338459100313,872
198.29845197260087,834
198.36351961972397,853
198.42858753127646,821
198.49365570616237,867
198.55872414328485,808
198.62379284154687,869
198.68886179985088,848
198.7539310170988,862
198.81900049219234,787
198.88407022403246,888
198.94914021151993,844
199.0142104535549,896
199.0792809490372,781
199.14435169686618,903
199.20942269594067,820
199.27449394515915,868
199.33956544341962,858
199.40463718961956,884
199.4697091826562,823
199.53478142142615,852
199.59985390482558,796
199.66492663175032,873
199.72999960109564,818
199.7950728117565,869
199.86014626262732,822
199.92521995260202,858
199.99029388057423,838
200.05536804543706,879
200.12044244608308,800
200.18551708140456,885
200.25059195029328,817
200.3156670516405,867
200.3807423843372,829
200.44581794727372,876
200.5108937393401,846
200.57596975942587,852
200.64104600642008,767
200.7061224792115,838
200.77119917668819,806
200.836276097738,859
200.90135324124822,800
200.96643060610577,865
201.03150819119705,871
201.096585995408,829
201.1616640176242,813
201.22674225673072,902
201.29182071161222,796
201.3568993811529,843
201.42197826423654,872
201.48705735974644,866
201.55213666656547,825
201.61721618357603,808
201.68229590966013,817
201.74737584369925,812
201.81245598457448,799
201.8775363311665,890
201.94261688235557,798
202.00769763702132,878
202.07277859404311,812
202.1378597522998,867
202.20294111066983,833
202.26802266803108,863
202.3331044232612,821
202.3981863752372,872
202.46326852283576,791
202.52835086493306,910
202.5934334004048,819
202.6585161281263,886
202.72359904697248,854
202.78868215581764,877
202.85376545353586,833
202.9188489390006,913
202.98393261108495,841
203.04901646866156,927
203.11410051060258,864
203.17918473577976,906
203.2442691430644,820
203.3093537313274,852
203.3744384994391,829
203.4395234462695,862
203.5046085706881,781
203.56969387156397,906
203.63477934776577,816
203.6998649981616,880
203.76495082161927,877
203.8300368170061,894
203.8951229831888,803
203.96020931903394,908
204.02529582340736,796
204.09038249517462,878
204.15546933320076,831
204.2205563363504,917
204.28564350348776,832
204.35073083347655,860
204.41581832518006,887
204.48090597746108,861
204.5459937891821,798
204.61108175920498,900
204.67616988639128,816
204.74125816960202,883
204.80634660769786,848
204.87143519953898,869
204.93652394398507,846
205.0016128398954,856
205.06670188612887,857
205.13179108154375,862
205.1968804249981,796
205.26196991534945,901
205.32705955145474,844
205.39214933217067,906
205.45723925635335,845
205.5223293228585,854
205.5874195305414,852
205.65250987825695,858
205.71760036485946,829
205.7826909892029,840
205.84778175014077,797
205.91287264652613,898
205.97796367721153,825
206.04305484104916,880
206.10814613689078,818
206.1732375635876,854
206.2383291199905,791
206.30342080494984,894
206.3685126173155,778
206.43360455593705,847
206.49869661966355,811
206.56378880734346,899
206.62888111782507,835
206.69397354995607,823
206.75906610258374,825
206.8241587745548,809
206.88925156471572,803
206.95434447191244,853
207.01943749499037,829
207.0845306327946,844
207.14962388416973,792
207.21471724795987,887
207.27981072300878,820
207.3449043081597,816
207.40999800225543,782
207.47509180413834,886
207.54018571265036,779
207.60527972663297,880
207.67037384492724,836
207.7354680663737,855
207.80056238981257,819
207.86565681408348,855
207.93075133802571,778
207.9958459604781,874
208.06094068027895,783
208.12603549626624,867
208.19113040727743,813
208.25622541214955,885
208.3213205097192,799
208.38641569882245,839
208.451510978295,827
208.5166063469722,852
208.58170180368884,790
208.6467973472792,861
208.71189297657725,791
208.77698869041646,855
208.84208448762982,838
208.9071803670499,829
208.9722763275089,792
209.0373723678385,829
209.1024684868699,797
209.1675646834339,855
209.2326609563609,780
209.2977573044808,884
209.362853726623,798
209.42795022161664,818
209.49304678829014,899
209.55814342547177,822
209.62324013198915,776
209.68833690666955,861
209.75343374833975,779
209.81853065582607,845
209.8836276279544,829
209.94872466355028,860
210.01382176143872,798
210.0789189204442,861
210.14401613939094,808
210.20911341710257,858
210.27421075240235,776
210.339308144113,865
210.40440559105696,788
210.46950309205607,856
210.53460064593176,839
210.59969825150515,848
210.66479590759673,798
210.7298936130266,858
210.79499136661445,798
210.86008916717952,853
210.9251870135406,776
210.99028490451605,875
211.05538283892375,797
211.1204808155811,829
211.18557883330516,854
211.25067689091247,870
211.3157749872191,767
211.38087312104082,832
211.4459712911928,788
211.5110694964898,835
211.57616773574617,779
211.6412660077758,887
211.70636431139215,822
211.7714626454082,846
211.8365610086365,817
211.90165939988916,823
211.96675781797788,773
212.03185626171384,851
212.09695472990782,801
212.16205322137017,838
212.22715173491076,853
212.292250269339,860
212.35734882346395,793
212.4224473960941,902
212.4875459860376,807
212.55264459210207,870
212.6177432130947,762
212.68284184782237,872
212.74794049509129,817
212.81303915370734,829
212.87813782247605,817
212.94323650020237,835
213.00833518569078,804
213.07343387774546,832
213.13853257517002,770
213.20363127676768,850
213.26872998134118,813
213.3338286876929,822
213.39892739462462,856
213.4640261009379,841
213.52912480543358,841
213.5942235069123,836
213.65932220417412,757
213.72442089601864,854
213.78951958124517,808
213.85461825865238,880
213.91971692703862,816
213.9848155852018,836
214.04991423193925,823
214.11501286604798,852
214.1801114863246,796
214.24521009156507,860
214.3103086805651,790
214.37540725211994,885
214.4405058050243,822
214.5056043380724,826
214.57070285005824,806
214.6358013397752,825
214.7008998060162,782
214.7659982475738,851
214.83109666324012,765
214.89619505180676,891
214.9612934120649,804
215.02639174280532,839
215.09149004281832,855
215.1565883108937,812
215.22168654582094,815
215.28678474638903,870
215.3518829113864,809
215.41698103960127,903
215.4820791298211,824
215.54717718083322,847
215.6122751914243,839
215.6773731603806,872
215.74247108648808,825
215.80756896853208,866
215.87266680529757,773
215.9377645955691,855
216.00286233813074,796
216.06796003176606,912
216.13305767525824,823
216.19815526739012,826
216.2632528069439,867
216.3283502927015,866
216.39344772344424,788
216.45854509795313,869
216.5236424150087,791
216.58873967339093,859
216.65383687187958,807
216.71893400925367,874
216.78403108429208,846
216.849128095773,843
216.91422504247433,845
216.97932192317342,889
217.04441873664726,819
217.1095154816723,907
217.17461215702465,821
217.23970876147996,906
217.30480529381333,878
217.36990175279954,857
217.43499813721286,821
217.50009444582713,878
217.56519067741573,815
217.63028683075157,893
217.69538290460724,792
217.76047889775475,890
217.8255748089657,801
217.89067063701125,853
217.95576638066223,862
218.02086203868876,864
218.08595760986074,813
218.1510530929476,882
218.21614848671817,846
218.2812437899411,915
218.34633900138434,824
218.41143411981554,900
218.47652914400183,815
218.54162407270988,917
218.6067189047061,855
218.67181363875622,890
218.73690827362566,818
218.8020028080793,903
218.8670972408817,852
218.93219157079685,895
218.99728579658836,861
219.06237991701948,879
219.1274739308528,809
219.19256783685063,906
219.25766163377486,847
219.32275532038673,914
219.38784889544732,863
219.45294235771698,926
219.51803570595584,859
219.5831289389235,899
219.64822205537902,917
219.71331505408125,929
219.77840793378832,845
219.8435006932581,905
219.90859333124803,871
219.9736858465149,926
220.03877823781525,872
220.10387050390514,914
220.16896264354017,904
220.2340546554755,883
220.29914653846575,893
220.36423829126525,886
220.42932991262776,833
220.49442140130668,952
220.55951275605494,877
220.624603975625,868
220.68969505876885,887
220.75478600423818,880
220.81987681078405,850
220.88496747715718,930
220.9500580021078,846
221.01514838438572,911
221.08023862274035,852
221.14532871592058,921
221.21041866267487,833
221.27550846175126,911
221.3405981118973,877
221.40568761186015,860
221.47077696038647,866
221.5358661562226,854
221.60095519811424,833
221.66604408480683,916
221.73113281504519,872
221.79622138757387,945
221.86130980113677,873
221.92639805447766,878
221.99148614633947,888
222.05657407546502,910
222.12166184059652,844
222.18674944047575,918
222.25183687384404,833
222.3169241394423,882
222.38201123601107,869
222.44709816229027,902
222.51218491701954,853
222.57727149893796,892
222.6423579067842,825
222.70744413929657,912
222.7725301952128,839
222.83761607327023,898
222.90270177220577,854
222.9677872907559,856
223.03287262765664,878
223.09795778164352,881
223.16304275145168,825
223.2281275358158,875
223.2932121334701,854
223.3582965431483,881
223.42338076358388,838
223.48846479350962,928
223.55354863165806,841
223.61863227676116,857
223.68371572755044,848
223.74879898275705,853
223.81388204111167,804
223.87896490134452,844
223.94404756218543,824
224.00913002236365,878
224.07421228060812,884
224.1392943356473,918
224.20437618620912,808
224.26945783102119,860
224.33453926881063,857
224.39962049830405,888
224.46470151822774,763
224.52978232730746,848
224.59486292426848,830
224.6599433078358,862
224.72502347673367,840
224.79010342968633,875
224.8551831654171,826
224.92026268264925,889
224.98534198010537,839
225.05042105650767,852
225.11549991057794,831
225.18057854103753,911
225.24565694660728,858
225.31073512600761,879
225.37581307795853,850
225.44089080117965,841
225.50596829438996,823
225.5710455563082,937
225.63612258565252,805
225.70119938114075,871
225.76627594149008,840
225.8313522654176,863
225.8964283516395,816
225.96150419887198,830
226.02657980583047,841
226.09165517123003,846
226.1567302937854,791
226.22180517221068,870
226.28687980521974,791
226.35195419152586,814
226.41702832984188,803
226.48210221888024,865
226.54717585735295,813
226.6122492439715,855
226.67732237744696,837
226.74239525649003,827
226.8074678798109,798
226.87254024611934,848
226.9376123541246,827
227.00268420253562,836
227.06775579006077,815
227.13282711540796,867
227.19789817728488,790
227.2629689743985,881
227.32803950545548,852
227.39310976916207,813
227.45817976422393,785
227.5232494893464,845
227.58831894323436,774
227.65338812459225,852
227.71845703212395,750
227.78352566453304,802
227.8485940205226,794
227.91366209879524,869
227.97872989805325,836
228.04379741699822,823
228.10886465433154,815
228.17393160875403,841
228.23899827896614,710
228.3040646636678,818
228.36913076155858,771
228.43419657133745,837
228.49926209170312,776
228.5643273213538,831
228.62939225898714,805
228.69445690330048,773
228.75952125299074,772
228.8245853067542,832
228.88964906328687,771
228.95471252128425,838
229.0197756794415,784
229.08483853645308,822
229.1499010910133,788
229.21496334181586,835
229.28002528755405,765
229.34508692692071,812
229.41014825860825,769
229.4752092813086,830
229.54026999371322,761
229.60533039451332,806
229.67039048239937,778
