Wavelength,Intensity
190.03738814827884,804
190.1024134583397,767
190.1674391684325,795
190.23246527751752,742
190.29749178455458,783
190.36251868850323,716
190.4275459883223,805
190.49257368297035,745
190.55760177140547,813
190.62263025258528,753
190.68765912546695,834
190.75268838900723,804
190.81771804216243,790
190.88274808388843,800
190.94777851314058,790
191.01280932887383,701
191.07784053004275,810
191.1428721156014,747
191.2079040845033,828
191.27293643570178,807
191.33796916814956,838
191.40300228079883,803
191.46803577260152,785
191.53306964250896,780
191.59810388947218,791
191.66313851244166,817
191.7281735103674,827
191.79320888219914,772
191.858244626886,788
191.9232807433767,781
191.9883172306195,830
192.0533540875623,795
192.11839131315244,852
192.18342890633693,806
192.24846686606222,828
192.3135051912744,789
192.37854388091907,845
192.4435829339414,804
192.50862234928616,789
192.57366212589753,810
192.63870226271945,814
192.70374275869523,758
192.7687836127679,802
192.83382482387987,776
192.89886639097327,825
192.96390831298964,765
193.02895058887023,863
193.09399321755566,783
193.15903619798624,784
193.22407952910186,800
193.28912320984185,850
193.35416723914517,769
193.4192116159503,857
193.48425633919527,800
193.5493014078177,798
193.61434682075478,811
193.67939257694317,820
193.74443867531923,722
193.8094851148187,808
193.874531894377,779
193.93957901292902,799
194.0046264694093,792
194.06967426275185,809
194.13472239189028,776
194.19977085575778,843
194.264819653287,801
194.3298687834102,820
194.39491824505927,760
194.45996803716557,812
194.52501815865998,753
194.590068608473,818
194.65511938553465,780
194.7201704887746,842
194.78522191712196,766
194.85027366950538,846
194.91532574485325,825
194.9803781420932,848
195.04543086015272,745
195.11048389795877,799
195.17553725443773,779
195.24059092851567,828
195.30564491911824,836
195.37069922517045,842
195.43575384559713,807
195.50080877932248,833
195.56586402527026,788
195.63091958236393,792
195.69597544952637,719
195.76103162568003,863
195.82608810974696,772
195.89114490064878,818
195.95620199730655,854
196.02125939864098,821
196.08631710357238,779
196.15137511102054,864
196.2164334199048,779
196.281492029144,849
196.34655093765676,772
196.41161014436096,801
196.47666964817427,808
196.54172944801377,877
196.60678954279618,804
196.67184993143775,850
196.73691061285427,752
196.80197158596113,842
196.8670328496731,792
196.93209440290482,874
196.99715624457016,809
197.06221837358282,868
197.12728078885587,789
197.19234348930198,860
197.2574064738334,799
197.32246974136197,874
197.38753329079898,838
197.4525971210553,886
197.5176612310415,850
197.58272561966749,873
197.64779028584292,821
