Wavelength,Correction Factor
3.209119600322745214e+02,2.430130352646788037e-04
3.209750445372549734e+02,2.434592778183770423e-04
3.210381264210157610e+02,2.425601379044756893e-04
3.211012056816153404e+02,2.424078871488773211e-04
3.211642823171114287e+02,2.405360037258370105e-04
3.212273563255614590e+02,2.421971871211870742e-04
3.212904277050222390e+02,2.423365845959888644e-04
3.213534964535504059e+02,2.414190955670793835e-04
3.214165625692018580e+02,2.408786074500616668e-04
3.214796260500320386e+02,2.408698780824267843e-04
3.215426868940962777e+02,2.414283039739376210e-04
3.216057450994492797e+02,2.413277114828682012e-04
3.216688006641451807e+02,2.420172825493116628e-04
3.217318535862377189e+02,2.426797857858131388e-04
3.217949038637804051e+02,2.411054887661274006e-04
3.218579514948261817e+02,2.423429594405740180e-04
3.219209964774271953e+02,2.418448234531207243e-04
3.219840388096358197e+02,2.419304653834042406e-04
3.220470784895034058e+02,2.425968453114772617e-04
3.221101155150811337e+02,2.426942566297835360e-04
3.221731498844197858e+02,2.431003410084847151e-04
3.222361815955694055e+02,2.416949394250490161e-04
3.222992106465799793e+02,2.429873103466928801e-04
3.223622370355007547e+02,2.426884868033993942e-04
3.224252607603805814e+02,2.424801640984615132e-04
3.224882818192680816e+02,2.436630328556431478e-04
3.225513002102110249e+02,2.438067313402294005e-04
3.226143159312572379e+02,2.416224254999081603e-04
3.226773289804536375e+02,2.436167608398153242e-04
3.227403393558470839e+02,2.430847701795516643e-04
3.228033470554835844e+02,2.438864718995500242e-04
3.228663520774090898e+02,2.430765077179160511e-04
3.229293544196689822e+02,2.439320010509779979e-04
3.229923540803079050e+02,2.433701462155185569e-04
3.230553510573706149e+02,2.441234175458988781e-04
3.231183453489009594e+02,2.436868976624053838e-04
3.231813369529425017e+02,2.455033209812767657e-04
3.232443258675383504e+02,2.433846340339238055e-04
3.233073120907312159e+02,2.454946811848820651e-04
3.233702956205633541e+02,2.441871161533686464e-04
3.234332764550765091e+02,2.455863978036760707e-04
3.234962545923118569e+02,2.448104572414196221e-04
3.235592300303106299e+02,2.463890164999129424e-04
3.236222027671129808e+02,2.452803227896663166e-04
3.236851728007590623e+02,2.453174982691958645e-04
3.237481401292883447e+02,2.471469464152932028e-04
3.238111047507400713e+02,2.464330801247317771e-04
3.238740666631526324e+02,2.457354298722852471e-04
3.239370258645645322e+02,2.459504826725688936e-04
3.239999823530134790e+02,2.467391131553691862e-04
3.240629361265367265e+02,2.472405691489405668e-04
3.241258871831711872e+02,2.461762801163422539e-04
3.241888355209533188e+02,2.487215395941133481e-04
3.242517811379191244e+02,2.480053767425930496e-04
3.243147240321041522e+02,2.494512765889828716e-04
3.243776642015434390e+02,2.490576643075162336e-04
3.244406016442717942e+02,2.500496561005825184e-04
3.245035363583232879e+02,2.480021422589158983e-04
3.245664683417318201e+02,2.490371035940599467e-04
3.246293975925304949e+02,2.493789920841598014e-04
3.246923241087525298e+02,2.489456612287667642e-04
3.247552478884300058e+02,2.489138479158043761e-04
3.248181689295951742e+02,2.509243602076210804e-04
3.248810872302794337e+02,2.498319766733920100e-04
3.249440027885140694e+02,2.517689452815178078e-04
3.250069156023294568e+02,2.504799370884322539e-04
3.250698256697559714e+02,2.517539139042798495e-04
3.251327329888234203e+02,2.513699681244194292e-04
3.251956375575610423e+02,2.512846129497517205e-04
3.252585393739976780e+02,2.526804355829872953e-04
3.253214384361618841e+02,2.531443713454036601e-04
3.253843347420815348e+02,2.514656921675752959e-04
3.254472282897841637e+02,2.542927646495699912e-04
3.255101190772970199e+02,2.530774500741608183e-04
3.255730071026466135e+02,2.524743877373553883e-04
3.256358923638592273e+02,2.543152775092922591e-04
3.256987748589604621e+02,2.540649147921441339e-04
3.257616545859758617e+02,2.540797805190143205e-04
3.258245315429301172e+02,2.544750948042175283e-04
3.258874057278476926e+02,2.538009472593355216e-04
3.259502771387526536e+02,2.550683312269016513e-04
3.260131457736684411e+02,2.552231001117096724e-04
3.260760116306182681e+02,2.572080611978855530e-04
3.261388747076245522e+02,2.565840833640810684e-04
3.262017350027097109e+02,2.566663056827349419e-04
3.262645925138954226e+02,2.583293517627704007e-04
3.263274472392029111e+02,2.582548498947592492e-04
3.263902991766532296e+02,2.577793798538671375e-04
3.264531483242666354e+02,2.593810609476780997e-04
3.265159946800632156e+02,2.586981564061013633e-04
3.265788382420624316e+02,2.598703929201662830e-04
3.266416790082834041e+02,2.587605321112515684e-04
3.267045169767447419e+02,2.599534747630368229e-04
3.267673521454644856e+02,2.611517309448612182e-04
3.268301845124607325e+02,2.634531614401873631e-04
3.268930140757505569e+02,2.607998261292260441e-04
3.269558408333509192e+02,2.612525114467391385e-04
3.270186647832780977e+02,2.622985002494196351e-04
3.270814859235481435e+02,2.646641400590602280e-04
3.271443042521766529e+02,2.628496627255259366e-04
3.272071197671785399e+02,2.634006820504984419e-04
3.272699324665686049e+02,2.625469112041855678e-04
3.273327423483610232e+02,2.644348387104036684e-04
3.273955494105694015e+02,2.643637922063952540e-04
3.274583536512071191e+02,2.651644480544580349e-04
3.275211550682871007e+02,2.629208886990383877e-04
3.275839536598216455e+02,2.653428442120862592e-04
3.276467494238226550e+02,2.655249190371493351e-04
3.277095423583019169e+02,2.672096242963032070e-04
3.277723324612703095e+02,2.661678964282705230e-04
3.278351197307384837e+02,2.677412332716191945e-04
3.278979041647165786e+02,2.688141480435794891e-04
3.279606857612143926e+02,2.669304326558989216e-04
3.280234645182413260e+02,2.674260568845038049e-04
3.280862404338059832e+02,2.684084705017208451e-04
3.281490135059170257e+02,2.683116617800155798e-04
3.282117837325822052e+02,2.675527212936662362e-04
3.282745511118092168e+02,2.683162336959926219e-04
3.283373156416049596e+02,2.696881057814459639e-04
3.284000773199761056e+02,2.707048215111863094e-04
3.284628361449289287e+02,2.701716996697850937e-04
3.285255921144690774e+02,2.715662878868513428e-04
3.285883452266018594e+02,2.712760102435669363e-04
3.286510954793321844e+02,2.710494618884330318e-04
3.287138428706643936e+02,2.735202118977518105e-04
3.287765873986023166e+02,2.711607774976532810e-04
3.288393290611496127e+02,2.715035472486757701e-04
3.289020678563094293e+02,2.735161697773236711e-04
3.289648037820841182e+02,2.731358525699930989e-04
3.290275368364760880e+02,2.724737687045201951e-04
3.290902670174870082e+02,2.737730689455887632e-04
3.291529943231181505e+02,2.740224528650786213e-04
3.292157187513702752e+02,2.741017529737959008e-04
3.292784403002439149e+02,2.730598287876507884e-04
3.293411589677389202e+02,2.753372143704604122e-04
3.294038747518548007e+02,2.746395438255156232e-04
3.294665876505906112e+02,2.767875824149977041e-04
3.295292976619450656e+02,2.760329461933918693e-04
3.295920047839163090e+02,2.756924621001335105e-04
3.296547090145018615e+02,2.767952480012567194e-04
3.297174103516992432e+02,2.763750721673841927e-04
3.297801087935052919e+02,2.781942481858536501e-04
3.298428043379162204e+02,2.781087200140617199e-04
3.299054969829279571e+02,2.771559769015324447e-04
3.299681867265362598e+02,2.772701625230354822e-04
3.300308735667359770e+02,2.785701226515405193e-04
3.300935575015217296e+02,2.796578420456798694e-04
3.301562385288876840e+02,2.781170517251550637e-04
3.302189166468276653e+02,2.795110144582253352e-04
3.302815918533349304e+02,2.818722311633157173e-04
3.303442641464021108e+02,2.799874591110350385e-04
3.304069335240218379e+02,2.787481134416107550e-04
3.304695999841858907e+02,2.798606616075429961e-04
3.305322635248858774e+02,2.797186385882731701e-04
3.305949241441127242e+02,2.819918121230272925e-04
3.306575818398571300e+02,2.812927167408623428e-04
3.307202366101092252e+02,2.804275273348428698e-04
3.307828884528586286e+02,2.811051524354885207e-04
3.308455373660948453e+02,2.816470860566241160e-04
3.309081833478064709e+02,2.809756007935599611e-04
3.309708263959819305e+02,2.810570701816956628e-04
3.310334665086092514e+02,2.818902240728260759e-04
3.310961036836757785e+02,2.815305687660757373e-04
3.311587379191687432e+02,2.840330392101096560e-04
3.312213692130745812e+02,2.841783208529725566e-04
3.312839975633795007e+02,2.836579652687948381e-04
3.313466229680693118e+02,2.855039531219070764e-04
3.314092454251290292e+02,2.842603150212514272e-04
3.314718649325437241e+02,2.845716442698589897e-04
3.315344814882976152e+02,2.841045202221078800e-04
3.315970950903747507e+02,2.864224636095785595e-04
3.316597057367584966e+02,2.851552239153808013e-04
3.317223134254318211e+02,2.855411057972470439e-04
3.317849181543776922e+02,2.839014615283310468e-04
3.318475199215777707e+02,2.863551415954809103e-04
3.319101187250141152e+02,2.840200680802946109e-04
3.319727145626678748e+02,2.866760550277839561e-04
3.320353074325198008e+02,2.863391786451338259e-04
3.320978973325503034e+02,2.865240922140092385e-04
3.321604842607393380e+02,2.867309760431803207e-04
3.322230682150663483e+02,2.867379525936656400e-04
3.322856491935103236e+02,2.864881243943786940e-04
3.323482271940499118e+02,2.874269127751593526e-04
3.324108022146633630e+02,2.876165121254432681e-04
3.324733742533282452e+02,2.878175584131434698e-04
3.325359433080217286e+02,2.883987690104556148e-04
3.325985093767206990e+02,2.886020385557382453e-04
3.326610724574016444e+02,2.869764270682623034e-04
3.327236325480403138e+02,2.877776405272418347e-04
3.327861896466122289e+02,2.868788340452986594e-04
3.328487437510925133e+02,2.872632515993817949e-04
3.329112948594556087e+02,2.871034002985434230e-04
3.329738429696757294e+02,2.891555166831532718e-04
3.330363880797265210e+02,2.882897346143399033e-04
3.330989301875813453e+02,2.884603836852289195e-04
3.331614692912128248e+02,2.890414465870508407e-04
3.332240053885934685e+02,2.883668245368145003e-04
3.332865384776951032e+02,2.884336797386509942e-04
3.333490685564893283e+02,2.880372928426596204e-04
3.334115956229469475e+02,2.885671754120261489e-04
3.334741196750387076e+02,2.889845933036728977e-04
3.335366407107347300e+02,2.898286080232930135e-04
3.335991587280045678e+02,2.899712068711806463e-04
3.336616737248175468e+02,2.893824851286475150e-04
3.337241856991425948e+02,2.899296968531021542e-04
3.337866946489479574e+02,2.882389148743561371e-04
3.338492005722014824e+02,2.893852116930470115e-04
3.339117034668706765e+02,2.881757966938782931e-04
3.339742033309225349e+02,2.894384404185573528e-04
3.340367001623237115e+02,2.872391675581073686e-04
3.340991939590402353e+02,2.885720540113708029e-04
3.341616847190378508e+02,2.889767226427555099e-04
3.342241724402817908e+02,2.904005375494104319e-04
3.342866571207368338e+02,2.884257439940934691e-04
3.343491387583673031e+02,2.884588632724965191e-04
3.344116173511372381e+02,2.889989333952230921e-04
3.344740928970098253e+02,2.891916662654740017e-04
3.345365653939483650e+02,2.882567351781975345e-04
3.345990348399152481e+02,2.907096692866614632e-04
3.346615012328727516e+02,2.887098734127470237e-04
3.347239645707822433e+02,2.887433068840586348e-04
3.347864248516052612e+02,2.883100222462802397e-04
3.348488820733025477e+02,2.902972884697586214e-04
3.349113362338343904e+02,2.882463571934258564e-04
3.349737873311604517e+02,2.893802833564985814e-04
3.350362353632406780e+02,2.877944398213889607e-04
3.350986803280337654e+02,2.892055091358356573e-04
3.351611222234982961e+02,2.882173160604320126e-04
3.352235610475923409e+02,2.888144786224574527e-04
3.352859967982737430e+02,2.891763643843106319e-04
3.353484294734996070e+02,2.886361322167964772e-04
3.354108590712266960e+02,2.887811881573366609e-04
3.354732855894115460e+02,2.893451075814190221e-04
3.355357090260097834e+02,2.880343810966669738e-04
3.355981293789769779e+02,2.884181848558596529e-04
3.356605466462681306e+02,2.875545026073510614e-04
3.357229608258377880e+02,2.880301466717491736e-04
3.357853719156401553e+02,2.874744467878915881e-04
3.358477799136285853e+02,2.867962234330972970e-04
3.359101848177567149e+02,2.859286574378355804e-04
3.359725866259771010e+02,2.875057580862450568e-04
3.360349853362420731e+02,2.861631750329983264e-04
3.360973809465035629e+02,2.870728340338657664e-04
3.361597734547129903e+02,2.860827535042534072e-04
3.362221628588213775e+02,2.867452482099193943e-04
3.362845491567792351e+02,2.856922334286398496e-04
3.363469323465367324e+02,2.865626994730314419e-04
3.364093124260434138e+02,2.850303759439715644e-04
3.364716893932486528e+02,2.860175433463173840e-04
3.365340632461010841e+02,2.843793462009771970e-04
3.365964339825491720e+02,2.842567646375196259e-04
3.366588016005407553e+02,2.855557387712109809e-04
3.367211660980231045e+02,2.864698097418689592e-04
3.367835274729433195e+02,2.852795485067716229e-04
3.368458857232481023e+02,2.844122432179409590e-04
3.369082408468833592e+02,2.830247873880140487e-04
3.369705928417948257e+02,2.825632563821927094e-04
3.370329417059277262e+02,2.837155048889416662e-04
3.370952874372267729e+02,2.842194429455962147e-04
3.371576300336363374e+02,2.841296713343153309e-04
3.372199694931002227e+02,2.842992147197672043e-04
3.372823058135619476e+02,2.835059516112776556e-04
3.373446389929644056e+02,2.820967275357974665e-04
3.374069690292502628e+02,2.817833678344781770e-04
3.374692959203614464e+02,2.809723003910224331e-04
3.375316196642398836e+02,2.821613883667265388e-04
3.375939402588264784e+02,2.824766081353401919e-04
3.376562577020620779e+02,2.802379442154159989e-04
3.377185719918871882e+02,2.820726410023958216e-04
3.377808831262414060e+02,2.798246993864312248e-04
3.378431911030643278e+02,2.794449216972456017e-04
3.379054959202949249e+02,2.783617151324849410e-04
3.379677975758717139e+02,2.800593129481384149e-04
3.380300960677326430e+02,2.796842064114637549e-04
3.380923913938155465e+02,2.804952907790421923e-04
3.381546835520576337e+02,2.797258337945026621e-04
3.382169725403955454e+02,2.789254250252038510e-04
3.382792583567656379e+02,2.786091377238860355e-04
3.383415409991038132e+02,2.804423602770286924e-04
3.384038204653454613e+02,2.774895924383681241e-04
3.384660967534255178e+02,2.771946729118026980e-04
3.385283698612785770e+02,2.762764401176220842e-04
3.385906397868387216e+02,2.756545130153380697e-04
3.386529065280395230e+02,2.762764388010606410e-04
3.387151700828142111e+02,2.772300460818694946e-04
3.387774304490956183e+02,2.757431960728294737e-04
3.388396876248160083e+02,2.760409681708172460e-04
3.389019416079071902e+02,2.755516706264722333e-04
3.389641923963005183e+02,2.745575324595884992e-04
3.390264399879271764e+02,2.737278173493796151e-04
3.390886843807174955e+02,2.752404042567262936e-04
3.391509255726015795e+02,2.732156646181447992e-04
3.392131635615092478e+02,2.723517836401295072e-04
3.392753983453695241e+02,2.732139938780819540e-04
3.393376299221111481e+02,2.740389142158582841e-04
3.393998582896624612e+02,2.730358587020446145e-04
3.394620834459514072e+02,2.713365707280115686e-04
3.395243053889052476e+02,2.709220605700268509e-04
3.395865241164509598e+02,2.711581142903395298e-04
3.396487396265151801e+02,2.712352906844315908e-04
3.397109519170239196e+02,2.706389710700631392e-04
3.397731609859027344e+02,2.696465759410294192e-04
3.398353668310768967e+02,2.682680884131735926e-04
3.398975694504712237e+02,2.697416461903909008e-04
3.399597688420099075e+02,2.685480883389492921e-04
3.400219650036166854e+02,2.688263574092320972e-04
3.400841579332152378e+02,2.682742311950567921e-04
3.401463476287282788e+02,2.680419173383319278e-04
3.402085340880785225e+02,2.677482828048808033e-04
3.402707173091878303e+02,2.672526587191047026e-04
3.403328972899780638e+02,2.658426104520929213e-04
3.403950740283702316e+02,2.658421233010369359e-04
3.404572475222850017e+02,2.660364629200241303e-04
3.405194177696428710e+02,2.643546576182389000e-04
3.405815847683635980e+02,2.638017577508500536e-04
3.406437485163665428e+02,2.644992617913710957e-04
3.407059090115706681e+02,2.630454803108941389e-04
3.407680662518946519e+02,2.634769696195365810e-04
3.408302202352563768e+02,2.623400291691166245e-04
3.408923709595733840e+02,2.619226195535694079e-04
3.409545184227631012e+02,2.609147373742058055e-04
3.410166626227421034e+02,2.617620349899784358e-04
3.410788035574266814e+02,2.614865307408029875e-04
3.411409412247326145e+02,2.591743609410387039e-04
3.412030756225755113e+02,2.595314481341206517e-04
3.412652067488701277e+02,2.596509990627006198e-04
3.413273346015310494e+02,2.601857849252188601e-04
3.413894591784722934e+02,2.579977085664075234e-04
3.414515804776075356e+02,2.594964876248235597e-04
3.415136984968498268e+02,2.572481776903455791e-04
3.415758132341119904e+02,2.577526540371510248e-04
3.416379246873064517e+02,2.557931793590238713e-04
3.417000328543447836e+02,2.591831065199756354e-04
3.417621377331384451e+02,2.561302955290181162e-04
3.418242393215983839e+02,2.562043419898326138e-04
3.418863376176352631e+02,2.568140140924169150e-04
3.419484326191588934e+02,2.554346947014295415e-04
3.420105243240790287e+02,2.546241766755101121e-04
3.420726127303048543e+02,2.545706802964097784e-04
3.421346978357450439e+02,2.542200453122731821e-04
3.421967796383077598e+02,2.535917206643027071e-04
3.422588581359009936e+02,2.518112787229026734e-04
3.423209333264321117e+02,2.540333864800500829e-04
3.423830052078079689e+02,2.530286432843567492e-04
3.424450737779350789e+02,2.526349762541497393e-04
3.425071390347196711e+02,2.522641966505654969e-04
3.425692009760671226e+02,2.513491941290166764e-04
3.426312595998826396e+02,2.496451384794412380e-04
3.426933149040709168e+02,2.514035188090968983e-04
3.427553668865364216e+02,2.500134769721008604e-04
3.428174155451827119e+02,2.500787817523795055e-04
3.428794608779134023e+02,2.483946202204817240e-04
3.429415028826313119e+02,2.482442171723988830e-04
3.430035415572389184e+02,2.468549733291768239e-04
3.430655768996381880e+02,2.473652633225743988e-04
3.431276089077308598e+02,2.476879429167756536e-04
3.431896375794181040e+02,2.467812740325621662e-04
3.432516629126004659e+02,2.453906063296618328e-04
3.433136849051783770e+02,2.455107857132792686e-04
3.433757035550516434e+02,2.439996969095176767e-04
3.434377188601195598e+02,2.454943957558838657e-04
3.434997308182810229e+02,2.449796455829223937e-04
3.435617394274345884e+02,2.444387108596918364e-04
3.436237446854783570e+02,2.429386866382501344e-04
3.436857465903098046e+02,2.438885650770184009e-04
3.437477451398261223e+02,2.426628277093333802e-04
3.438097403319241607e+02,2.429431092105112887e-04
3.438717321644999743e+02,2.413279519407135953e-04
3.439337206354493333e+02,2.417176293329026751e-04
3.439957057426677238e+02,2.413298575301803890e-04
3.440576874840502342e+02,2.426714433051892369e-04
3.441196658574910430e+02,2.407911273667098361e-04
3.441816408608842721e+02,2.397593687529609796e-04
3.442436124921237024e+02,2.391915788541117323e-04
3.443055807491023188e+02,2.388885083615779382e-04
3.443675456297127653e+02,2.379733772234360475e-04
3.444295071318473447e+02,2.389664573894295424e-04
3.444914652533979620e+02,2.375835971203905462e-04
3.445534199922558400e+02,2.370327807094212407e-04
3.446153713463119743e+02,2.373694996789125556e-04
3.446773193134568487e+02,2.365848411900006276e-04
3.447392638915804355e+02,2.364477565356143548e-04
3.448012050785724796e+02,2.356957662478060492e-04
3.448631428723218733e+02,2.344869547560151106e-04
3.449250772707173951e+02,2.370382119537185631e-04
3.449870082716474826e+02,2.351926519910610826e-04
3.450489358729996638e+02,2.362325723456167937e-04
3.451108600726614668e+02,2.331146714854388986e-04
3.451727808685197942e+02,2.320996648282355019e-04
3.452346982584610942e+02,2.335827597096667855e-04
3.452966122403713030e+02,2.327988068721939400e-04
3.453585228121361297e+02,2.324702491792160269e-04
3.454204299716406581e+02,2.330797918590584361e-04
3.454823337167695172e+02,2.318470131324430273e-04
3.455442340454070518e+02,2.324097853369607358e-04
3.456061309554370951e+02,2.294137973808952063e-04
3.456680244447427981e+02,2.304599536591080871e-04
3.457299145112072551e+02,2.302828112344497348e-04
3.457918011527128783e+02,2.298059044500204114e-04
3.458536843671416818e+02,2.279838439881094509e-04
3.459155641523751683e+02,2.282990175733468617e-04
3.459774405062946130e+02,2.268872314581162888e-04
3.460393134267806658e+02,2.277948785861683579e-04
3.461011829117133516e+02,2.273490836706746449e-04
3.461630489589726949e+02,2.281212666079602571e-04
3.462249115664380952e+02,2.273428761598600563e-04
3.462867707319882697e+02,2.263663987185326174e-04
3.463486264535017654e+02,2.259583720248157189e-04
3.464104787288565603e+02,2.257192199072106714e-04
3.464723275559302351e+02,2.244737204089137475e-04
3.465341729325999722e+02,2.259977379302942335e-04
3.465960148567423289e+02,2.244022060211156783e-04
3.466578533262336350e+02,2.250577094629433600e-04
3.467196883389497657e+02,2.251323787214924385e-04
3.467815198927658003e+02,2.252866434196452788e-04
3.468433479855568748e+02,2.237914789157992290e-04
3.469051726151973867e+02,2.233314990364556663e-04
3.469669937795612213e+02,2.221726876672609709e-04
3.470288114765220939e+02,2.224785451875656858e-04
3.470906257039530942e+02,2.221461610898494646e-04
3.471524364597269141e+02,2.221371593193553610e-04
3.472142437417156202e+02,2.225858660106192790e-04
3.472760475477911655e+02,2.221254645664311872e-04
3.473378478758248775e+02,2.202546964513770876e-04
3.473996447236874587e+02,2.205787884058777208e-04
3.474614380892496683e+02,2.203400718528193702e-04
3.475232279703812992e+02,2.202918828082233154e-04
3.475850143649519168e+02,2.200924688815098916e-04
3.476467972708307457e+02,2.196662616492218274e-04
3.477085766858863281e+02,2.181189620563320068e-04
3.477703526079869789e+02,2.194891052258717023e-04
3.478321250350003879e+02,2.170229600458901270e-04
3.478938939647940174e+02,2.170241724050829004e-04
3.479556593952347043e+02,2.154052518011951851e-04
3.480174213241887742e+02,2.138662644973488567e-04
3.480791797495223250e+02,2.170013018481024532e-04
3.481409346691008864e+02,2.164362572813694396e-04
3.482026860807897037e+02,2.167566996887277970e-04
3.482644339824531698e+02,2.173866926635293663e-04
3.483261783719557343e+02,2.162788286332891603e-04
3.483879192471611077e+02,2.166347698854234247e-04
3.484496566059326028e+02,2.157390769645267409e-04
3.485113904461330776e+02,2.149338400488286726e-04
3.485731207656249353e+02,2.155795322175010854e-04
3.486348475622702949e+02,2.148311725964418487e-04
3.486965708339306502e+02,2.147230934626536021e-04
3.487582905784670402e+02,2.145791139118436960e-04
3.488200067937401627e+02,2.137141432761581841e-04
3.488817194776103747e+02,2.139285616560017932e-04
3.489434286279371804e+02,2.143566567031945013e-04
3.490051342425800271e+02,2.136126672320121957e-04
3.490668363193978507e+02,2.141739661810569651e-04
3.491285348562489048e+02,2.126394886958097121e-04
3.491902298509914431e+02,2.126865008411187572e-04
3.492519213014828665e+02,2.132990850966753036e-04
3.493136092055802351e+02,2.125079531769103294e-04
3.493752935611402677e+02,2.130475602057971512e-04
3.494369743660190579e+02,2.118847988324127002e-04
3.494986516180725289e+02,2.124921326885953520e-04
3.495603253151559215e+02,2.111746824448602336e-04
3.496219954551241358e+02,2.126765646490722580e-04
3.496836620358315599e+02,2.106031440498752887e-04
3.497453250551322412e+02,2.112319045642046113e-04
3.498069845108795448e+02,2.101759797068542164e-04
3.498686404009267221e+02,2.106996909380781918e-04
3.499302927231264562e+02,2.093028296224748268e-04
3.499919414753308615e+02,2.102769872760341095e-04
3.500535866553916549e+02,2.088982586707999536e-04
3.501152282611602686e+02,2.095746969432871491e-04
3.501768662904875100e+02,2.087416143768082433e-04
3.502385007412237883e+02,2.095845128468405065e-04
3.503001316112190580e+02,2.080182133622652738e-04
3.503617588983229325e+02,2.089056561211485212e-04
3.504233826003844570e+02,2.088001296358798912e-04
3.504850027152521648e+02,2.091757606096318937e-04
3.505466192407744757e+02,2.084557716104358332e-04
3.506082321747990136e+02,2.080738885818552569e-04
3.506698415151731183e+02,2.076344809418837552e-04
3.507314472597435042e+02,2.090378362731817776e-04
3.507930494063568290e+02,2.068656460676963091e-04
3.508546479528590112e+02,2.076174882009688017e-04
3.509162428970953442e+02,2.066818494395151822e-04
3.509778342369112352e+02,2.069151061991668990e-04
3.510394219701511815e+02,2.066287839820367476e-04
3.511010060946592262e+02,2.064625990375158564e-04
3.511625866082792982e+02,2.068502715094303491e-04
3.512241635088547582e+02,2.070998365811219804e-04
3.512857367942282849e+02,2.046804886796890256e-04
3.513473064622424431e+02,2.055942078714204590e-04
3.514088725107390587e+02,2.049517512060291407e-04
3.514704349375597303e+02,2.057647297974012394e-04
3.515319937405454880e+02,2.053469247479873007e-04
3.515935489175369639e+02,2.056961447159238998e-04
3.516551004663745061e+02,2.051415601231308130e-04
3.517166483848977805e+02,2.052099140655892578e-04
3.517781926709459412e+02,2.054162678181923869e-04
3.518397333223578585e+02,2.049499033474353805e-04
3.519012703369721180e+02,2.048950161654575859e-04
3.519628037126265099e+02,2.054436831740785654e-04
3.520243334471586536e+02,2.051909718536461215e-04
3.520858595384056571e+02,2.034916911133798024e-04
3.521473819842040598e+02,2.039298625766829240e-04
3.522089007823899465e+02,2.041186764313022604e-04
3.522704159307992882e+02,2.037484133738226815e-04
3.523319274272672601e+02,2.043829750642005467e-04
3.523934352696286396e+02,2.033793215572527542e-04
3.524549394557178630e+02,2.041499519628449378e-04
3.525164399833690254e+02,2.040428656134934905e-04
3.525779368504155968e+02,2.035885477090365343e-04
3.526394300546904219e+02,2.027295150844317753e-04
3.527009195940263453e+02,2.016059255488769251e-04
3.527624054662555295e+02,2.027944707858112786e-04
3.528238876692095118e+02,2.033294750362545317e-04
3.528853662007197727e+02,2.025304242799644608e-04
3.529468410586172240e+02,2.043775779645604323e-04
3.530083122407320957e+02,2.019791684532073551e-04
3.530697797448943334e+02,2.040422585701352559e-04
3.531312435689334848e+02,2.026426346810727551e-04
3.531927037106787566e+02,2.036718549271338832e-04
3.532541601679585028e+02,2.023208693253495272e-04
3.533156129386010207e+02,2.037940997316899821e-04
3.533770620204341526e+02,2.023916196576456780e-04
3.534385074112850589e+02,2.015245092010260611e-04
3.534999491089805019e+02,2.025972882110757718e-04
3.535613871113469600e+02,2.021185277623843235e-04
3.536228214162103427e+02,2.026234334045425348e-04
3.536842520213962757e+02,2.018589259010762865e-04
3.537456789247296456e+02,2.023065702353644046e-04
3.538071021240352252e+02,2.015063410797699828e-04
3.538685216171371621e+02,2.020114207240914037e-04
3.539299374018589788e+02,2.024589720269364041e-04
3.539913494760241406e+02,2.018172880993254791e-04
3.540527578374553741e+02,2.015197174941956956e-04
3.541141624839751785e+02,2.016418853309103517e-04
3.541755634134054276e+02,2.017289613706486201e-04
3.542369606235676542e+02,2.014648479594751188e-04
3.542983541122828797e+02,2.020286151230361502e-04
3.543597438773716135e+02,2.006941127017778282e-04
3.544211299166541949e+02,2.015731157854609744e-04
3.544825122279502239e+02,2.014076391499313768e-04
3.545438908090790164e+02,2.024286452453407130e-04
3.546052656578593769e+02,2.008644080538114231e-04
3.546666367721097686e+02,2.025636931857711313e-04
3.547280041496480294e+02,2.008837754037518214e-04
3.547893677882916563e+02,2.011821629348328614e-04
3.548507276858576347e+02,2.005310641253850099e-04
3.549120838401627793e+02,2.009777569020698804e-04
3.549734362490231092e+02,2.007592215806638177e-04
3.550347849102541886e+02,2.015842079388246739e-04
3.550961298216715818e+02,2.003924570091517152e-04
3.551574709810900004e+02,2.004645530815943007e-04
3.552188083863236443e+02,2.008587875685999291e-04
3.552801420351866000e+02,2.009324518060017298e-04
3.553414719254924421e+02,1.998584573407819137e-04
3.554027980550541201e+02,2.019709550921920129e-04
3.554641204216840720e+02,2.009791422216130686e-04
3.555254390231947923e+02,2.018874484129330737e-04
3.555867538573976390e+02,2.012050754011703968e-04
3.556480649221040267e+02,2.015717747726667570e-04
3.557093722151248016e+02,2.006668643081632405e-04
3.557706757342702986e+02,2.019872281529919579e-04
3.558319754773505110e+02,2.012114011362109943e-04
3.558932714421746937e+02,2.012810626746934647e-04
3.559545636265521580e+02,2.018308293084089837e-04
3.560158520282913628e+02,2.015618641561930046e-04
3.560771366452004258e+02,2.004654000206588355e-04
3.561384174750871239e+02,2.015266687374215259e-04
3.561996945157587220e+02,2.007686634004232043e-04
3.562609677650220306e+02,2.010794361219335740e-04
3.563222372206832347e+02,1.999792514825726177e-04
3.563835028805484058e+02,2.005678957678746360e-04
3.564447647424231036e+02,2.001213471653191876e-04
3.565060228041121491e+02,2.016378206835666581e-04
3.565672770634203630e+02,2.006919442479867871e-04
3.566285275181517704e+02,2.014881111733553992e-04
3.566897741661099417e+02,2.005632997696344191e-04
3.567510170050983334e+02,2.011959409813108158e-04
3.568122560329196062e+02,2.009918778360771585e-04
3.568734912473763075e+02,2.009364751880420746e-04
3.569347226462700178e+02,2.002690029950550670e-04
3.569959502274024885e+02,2.007637058537230343e-04
3.570571739885747320e+02,2.009715809916835935e-04
